source_sheet,sku,model,category_slug,brand_slug,condition,quantityTotal,quantityAvailable,dailyPrice,weeklyPrice,monthlyPrice,purchasePrice,depositAmount,requiresDeposit,featured,isActive,requiresAssistant,budgetTier,warehouseLocation,barcode,tags,boxContents,bufferTime,bufferTimeUnit,featuredImageUrl,galleryImageUrls,videoUrl,name_ar,name_en,name_zh,description_ar,description_en,description_zh,shortDescription_ar,shortDescription_en,shortDescription_zh,longDescription_ar,longDescription_en,longDescription_zh,seoTitle_ar,seoTitle_en,seoTitle_zh,seoDescription_ar,seoDescription_en,seoDescription_zh,seoKeywords_ar,seoKeywords_en,seoKeywords_zh,specifications_notes
Boxes,,Hard case,,,,1,1,,,,,,,,,,,,50000009,,,0,hours,,,,,Hard case,,,,,,,,,,,,,,,,,,,,
Boxes,,Hard case,,,,1,1,,,,,,,,,,,,50000009,,,0,hours,,,,,Hard case,,,,,,,,,,,,,,,,,,,,
Boxes,,Hard Case,,,,1,1,,,,,,,,,,,,50000010,,,0,hours,,,,,Hard Case,,,,,,,,,,,,,,,,,,,,
Boxes,,DJI Casebag,,,,1,1,,,,,,,,,,,,50000011,,,0,hours,,,,,DJI Casebag,,,,,,,,,,,,,,,,,,,,
Boxes,,Lowepro Backbag,,,,1,1,,,,,,,,,,,,50000012,,,0,hours,,,,,Lowepro Backbag,,,,,,,,,,,,,,,,,,,,
Boxes,,Porta Casebag,,,,1,1,,,,,,,,,,,,50000013,,,0,hours,,,,,Porta Casebag,,,,,,,,,,,,,,,,,,,,
Boxes,,Orca Bag,,,,1,1,,,,,,,,,,,,50000014,,,0,hours,,,,,Orca Bag,,,,,,,,,,,,,,,,,,,,
Boxes,,Hard Case,,,,1,1,,,,,,,,,,,,50000015,,,0,hours,,,,,Hard Case,,,,,,,,,,,,,,,,,,,,
Boxes,,Hard Case,,,,1,1,,,,,,,,,,,,50000016,,,0,hours,,,,,Hard Case,,,,,,,,,,,,,,,,,,,,
Boxes,,Hard Case with weels,,,,3,3,,,,,,,,,,,,50000017,,,0,hours,,,,,Hard Case with weels,,,,,,,,,,,,,,,,,,,,
Light,,GVM-50RS,,,,2,2,,,,,,,,,,,,60000001,,"Light head
power Cable
AC/DC Adapter
Diffusser",0,hours,,,,,GVM-50RS,,,,,,,,,,,,,,,,,,,,
Light,,MC 12 Light kit,,,,1,1,,,,,,,,,,,,60000002,,"12 Light 
chargering cable 
2 softeriner 
4 valcro 
d tap charger",0,hours,,,,,MC 12 Light kit,,,,,,,,,,,,,,,,,,,,
Light,,Aputure 300D,,,,3,3,250,1000,3000,,,,,,,,,60000003,,"light head 
power cable 
head cable 
power ballest 
light cone 
light cone protector 
remote 
ballest grip 
power adapter",0,hours,,,,,Aputure 300D,,,,,,,,,,,,,,,,,,,,
Light,,Amaran F22c,,,,2,2,,,,,,,,,,,,60000004,,"Light panel 
power adapter 
power cable 
power ballest 
Tilting Stand Mount
thick diffusure 
thin diffusure 
extention cable 
grid light 
Support Bracket
Softbox frame 
Carrying Case",0,hours,,,,,Amaran F22c,,,,,,,,,,,,,,,,,,,,
Light,,Light tube small,,,,1,1,,,,,,,,,,,,60000006,,"4x light tubes 
carrying bag",0,hours,,,,,Light tube small,,,,,,,,,,,,,,,,,,,,
Light,,Astera titan Tibes,,,,1,1,,,,,,,,,,,,60000007,,"AsteraTube Titan 8p
Titan Tubes
Sbegot
Tubes Holder
Tubes Clamp
Tubes rings
Clamps Safety",0,hours,,,,,Astera titan Tibes,,,,,,,,,,,,,,,,,,,,
Light,,NanLux 1200D,,,,1,1,600,2400,7200,,,,,,,,,60000008,,"Light head 
light Power box 
light head power Cable 
Head box Power Cable
Light Cone 
NanLux Fernsel",0,hours,,,,,NanLux 1200D,,,,,,,,,,,,,,,,,,,,
Light,,Godox AD 600 pro,,,,3,3,,,,,,,,,,,,60000009,,"light head and head protector 
flash bulb
battery 
charger 
power cable for charger 
sony trigger 
canon trigger 
trigger battery",0,hours,,,,,Godox AD 600 pro,,,,,,,,,,,,,,,,,,,,
Light,,Godox ad400 pro,,,,4,4,,,,,,,,,,,,60000010,,"light head and head protector 
flash bulb
battery 
charger 
power cable for charger 
sony trigger 
canon trigger 
trigger battery",0,hours,,,,,Godox ad400 pro,,,,,,,,,,,,,,,,,,,,
Light,,Aputure lightstorm 600D pro,,,,2,2,,,,,,,,,,,,60000011,,"S 600d Pro Lamp Head
LS 600d Control Box
LS 600 Series Hyper Reflector
LS 600 Series 5-Pin Head Cable (3m)
power cable 
connector cable
remote control",0,hours,,,,,سوفت بوكس أبوتشر لايت دوم الإصدار الثاني,Aputure Light Dome II,Aputure Light Dome II 抛物线柔光箱,الأداة الأساسية لكل مقابلة وموقع تصوير. سوفت بوكس دائري عميق يغلف موضوعك بضوء ناعم بشكل خيالي، ويخلق انعكاسات دائرية جذابة في العيون. سريع التركيب ومثالي لإضاءة الوجوه في استوديوهات الرياض.,"The staple of every interview and film set. A deep parabolic softbox that wraps your subject in incredibly soft light, creating beautiful circular catchlights in their eyes. Fast to set up and perfect for lighting faces in Riyadh studios.",每次采访和电影拍摄的必备品。一个深抛物线柔光箱，用令人难以置信的柔和光线包裹您的拍摄主体，在他们的眼睛里创造出美丽的圆形眼神光。安装快速，非常适合在利雅得演播室中照亮面部。,سوفت بوكس دائري عميق بقطر 35 بوصة، تركيب سريع، شبكة تحكم بالضوء (Grid)، متوافق مع Bowens.,"35-inch deep parabolic softbox, quick setup, includes control grid, Bowens mount compatible.",35 英寸深抛物线柔光箱，快速安装，包含控光网格，兼容保荣口。,يتمتع Aputure Light Dome II بتصميم عميق يضمن توزيعاً ضوئياً ناعماً ومتوازناً، مما يجعله القطعة الأولى التي يطلبها مديرو التصوير في السعودية لتصوير المقابلات (Interviews) والأفلام الوثائقية. يأتي مزوداً بطبقتين من التشتيت (Diffusion) وشبكة تحكم بالعسل (Honeycomb Grid) بزاوية 40 درجة لتوجيه الضوء بدقة ومنع انتشاره في الأماكن غير المرغوب فيها. يتميز بنظام تركيب سريع يوفر الوقت الثمين للإنتاج.,"The Aputure Light Dome II features a deep parabolic design that ensures a perfectly balanced, ultra-soft light spread, making it the number one modifier requested by cinematographers in KSA for interviews and documentaries. It comes fully loaded with two layers of diffusion and a 40-degree honeycomb grid to precisely direct the light and prevent unwanted spill. Its quick-release setup system saves precious production time.",Aputure Light Dome II 具有深抛物线设计，可确保完美平衡、极其柔和的光线分布，使其成为沙特阿拉伯摄影指导在采访和纪录片中最常要求的附件。它配备了两层柔光布和一个 40 度蜂巢网格，可精确引导光线并防止多余的光线溢出。其快速释放安装系统节省了宝贵的制作时间。,استئجار أبوتشر لايت دوم II في الرياض,تأجير سوفت بوكس لتصوير المقابلات,"Rent Aputure Light Dome II in Riyadh, KSA",Parabolic Softbox Hire,在利雅得租赁 Aputure Light Dome II,抛物线柔光箱出租,,,
Light,,Aputure lightstorm 600C pro,,,,1,1,,,,,,,,,,,,60000012,,"S 600d Pro Lamp Head
LS 600d Control Box
LS 600 Series Hyper Reflector
LS 600 Series 5-Pin Head Cable (3m)
power cable 
connector cable",0,hours,,,,,سوفت بوكس أبوتشر لايت دوم الإصدار الثاني,Aputure Light Dome II,Aputure Light Dome II 抛物线柔光箱,الأداة الأساسية لكل مقابلة وموقع تصوير. سوفت بوكس دائري عميق يغلف موضوعك بضوء ناعم بشكل خيالي، ويخلق انعكاسات دائرية جذابة في العيون. سريع التركيب ومثالي لإضاءة الوجوه في استوديوهات الرياض.,"The staple of every interview and film set. A deep parabolic softbox that wraps your subject in incredibly soft light, creating beautiful circular catchlights in their eyes. Fast to set up and perfect for lighting faces in Riyadh studios.",每次采访和电影拍摄的必备品。一个深抛物线柔光箱，用令人难以置信的柔和光线包裹您的拍摄主体，在他们的眼睛里创造出美丽的圆形眼神光。安装快速，非常适合在利雅得演播室中照亮面部。,سوفت بوكس دائري عميق بقطر 35 بوصة، تركيب سريع، شبكة تحكم بالضوء (Grid)، متوافق مع Bowens.,"35-inch deep parabolic softbox, quick setup, includes control grid, Bowens mount compatible.",35 英寸深抛物线柔光箱，快速安装，包含控光网格，兼容保荣口。,يتمتع Aputure Light Dome II بتصميم عميق يضمن توزيعاً ضوئياً ناعماً ومتوازناً، مما يجعله القطعة الأولى التي يطلبها مديرو التصوير في السعودية لتصوير المقابلات (Interviews) والأفلام الوثائقية. يأتي مزوداً بطبقتين من التشتيت (Diffusion) وشبكة تحكم بالعسل (Honeycomb Grid) بزاوية 40 درجة لتوجيه الضوء بدقة ومنع انتشاره في الأماكن غير المرغوب فيها. يتميز بنظام تركيب سريع يوفر الوقت الثمين للإنتاج.,"The Aputure Light Dome II features a deep parabolic design that ensures a perfectly balanced, ultra-soft light spread, making it the number one modifier requested by cinematographers in KSA for interviews and documentaries. It comes fully loaded with two layers of diffusion and a 40-degree honeycomb grid to precisely direct the light and prevent unwanted spill. Its quick-release setup system saves precious production time.",Aputure Light Dome II 具有深抛物线设计，可确保完美平衡、极其柔和的光线分布，使其成为沙特阿拉伯摄影指导在采访和纪录片中最常要求的附件。它配备了两层柔光布和一个 40 度蜂巢网格，可精确引导光线并防止多余的光线溢出。其快速释放安装系统节省了宝贵的制作时间。,استئجار أبوتشر لايت دوم II في الرياض,تأجير سوفت بوكس لتصوير المقابلات,"Rent Aputure Light Dome II in Riyadh, KSA",Parabolic Softbox Hire,在利雅得租赁 Aputure Light Dome II,抛物线柔光箱出租,,,
Light,,Godox AD1200D pro,,,,1,1,,,,,,,,,,,,60000013,,"Flash Head
Power Pack
Godox Battery for AD1200Pro
Godox Battery Charger for AD1200 Pro Battery 
Power Connection Cord
Reflector
Glass Protection Cover
Godox Carrying Bag for AD1200 Pro Battery",0,hours,,,,,Godox AD1200D pro,,,,,,,,,,,,,,,,,,,,
Light,,Apture CS 1500,,,,1,1,,,,,,,,,,,,60000014,,,0,hours,,,,,Apture CS 1500,,,,,,,,,,,,,,,,,,,,
Light,,Nanlite tube light,,,,1,1,,,,,,,,,,,,60000015,,,0,hours,,,,,Nanlite tube light,,,,,,,,,,,,,,,,,,,,
Light,,Apture Infinibar,,,,1,1,,,,,,,,,,,,60000016,,,0,hours,,,,,Apture Infinibar,,,,,,,,,,,,,,,,,,,,
Light,,Smoke Machine Hua Wen,,,,1,1,,,,,,,,,,,,60000017,,,0,hours,,,,,Smoke Machine Hua Wen,,,,,,,,,,,,,,,,,,,,
Light,,Smoke Machine Haze 600,,,,1,1,,,,,,,,,,,,60000018,,,0,hours,,,,,Smoke Machine Haze 600,,,,,,,,,,,,,,,,,,,,
Light Acc,,Light amberila,,,,10,10,,,,,,,,,,,,70000001,,,0,hours,,,,,Light amberila,,,,,,,,,,,,,,,,,,,,
Light Acc,,Beuaty dish,,,,1,1,,,,,,,,,,,,70000002,,,0,hours,,,,,Beuaty dish,,,,,,,,,,,,,,,,,,,,
Light Acc,,silver cloth 4 Feet,,,,1,1,,,,,,,,,,,,70000003,,,0,hours,,,,,silver cloth 4 Feet,,,,,,,,,,,,,,,,,,,,
Light Acc,,TRP ultrabounce  8feet,,,,1,1,,,,,,,,,,,,70000004,,,0,hours,,,,,قماش عاكس ألترا باونس 8x8 قدم من TRP,TRP Ultrabounce Fabric 8x8,TRP Ultrabounce 8x8 蝴蝶布,قماش العاكس الأقوى للإنتاج السينمائي. وجه أبيض لارتداد ضوء ناعم، ووجه أسود لامتصاص الضوء (Negative Fill). أداة أساسية للتحكم بالظل والضوء في مواقع التصوير الخارجية والداخلية في السعودية.,"The ultimate cinematic bounce fabric. A white side for a soft, punchy light bounce, and a black side for absorbing light (negative fill). An essential grip tool for mastering light and shadow on both exterior and interior sets in KSA.",终极的电影级反光布。白色面用于柔和有力的光线反射，黑色面用于吸收光线（负补光）。在沙特的室外和室内片场掌控光影的必备场务工具。,قماش 8x8 قدم للتحكم بالإضاءة، أبيض من جهة (Ultrabounce) وأسود من جهة (Negative Fill)، للتركيب على إطارات Butterfly.,"8x8 foot light control fabric, white on one side (Ultrabounce) and black on the other (Negative Fill), for Butterfly frames.",8x8 英尺控光布，一面白色 (Ultrabounce)，另一面黑色 (Negative Fill)，用于蝴蝶布框架。,"لا يمكن لأي فريق إضاءة سينمائي (Grip & Electric) أن يعمل بدون قماش الـ Ultrabounce مقاس 8x8. صُمم هذا القماش ليركب على إطارات الفراشة (Butterfly Frames)، وهو عبارة عن أداة مزدوجة الغرض: الجانب الأبيض يوفر ارتداداً ضوئياً واسعاً وموزعاً بشكل مذهل لمحاكاة الضوء الطبيعي، بينما الجانب الأسود المطفي يُستخدم لإنشاء ""تعبئة سلبية"" (Negative Fill) لامتصاص الضوء الزائد وزيادة التباين الدرامي على وجه الممثل. استأجره من Flix Rentals للتحكم التام بشمس الرياض الساطعة أو إضاءة الاستوديو القوية.","No professional Grip & Electric crew can operate without an 8x8 Ultrabounce. Designed to be tied onto standard butterfly frames, this heavy-duty fabric is an incredibly versatile dual-purpose tool: the white side provides a massive, beautifully diffused light bounce to simulate natural fill light, while the matte black side is used to create ""negative fill,"" absorbing unwanted ambient light to drastically increase dramatic contrast on your talent's face. Rent it from Flix Rentals to completely master the bright Riyadh sun or heavy studio lighting.",任何专业的场务和灯光团队都离不开 8x8 Ultrabounce。这款重型布料设计用于绑在标准蝴蝶框架上，是一款用途极其广泛的双重用途工具：白色面提供巨大、美丽漫射的光线反射以模拟自然补光，而哑光黑色面则用于创建“负补光”，吸收不需要的环境光，从而大幅增加演员面部的戏剧性对比度。从 Flix Rentals 租赁它，完全掌控利雅得明亮的阳光或沉重的演播室灯光。,استئجار قماش ألترا باونس 8x8 في الرياض,تأجير معدات إضاءة جريب سينمائي,"Rent TRP Ultrabounce 8x8 Fabric in Riyadh, KSA",Cinema Grip Equipment Hire,在利雅得租赁 TRP Ultrabounce 8x8 布,电影场务设备出租,,,
Light Acc,,Light Cone,,,,1,1,,,,,,,,,,,,70000005,,,0,hours,,,,,Light Cone,,,,,,,,,,,,,,,,,,,,
Light Acc,,Aputure spacelight,,,,1,1,,,,,,,,,,,,70000006,,,0,hours,,,,,مشتت الإضاءة المحيطية أبوتشر سبيس لايت,Aputure Space Light,Aputure 空间灯 (Space Light),إضاءة ناعمة تغمر المكان بأكمله. يحول مشتت Space Light إضاءتك إلى أسطوانة متوهجة، توفر إضاءة محيطية شاملة وناعمة بزاوية 360 درجة، مثالية لمحاكاة الإضاءة العلوية في استوديوهات الرياض.,"Soft light that floods the entire set. The Space Light transforms your fixture into a glowing cylinder, providing comprehensive, soft 360-degree ambient lighting. Perfect for overhead rigging to simulate natural room light in Riyadh studios.",充满整个片场的柔和光线。Space Light 将您的灯具变成一个发光的圆柱体，提供全面的、柔和的 360 度环境照明。非常适合在利雅得的演播室中悬挂以模拟自然的室内光线。,مشتت ضوء أسطواني (Space Light) لتركيبات Bowens Mount، يوفر إضاءة ناعمة بزاوية 360 درجة لإضاءة المساحات الكبيرة.,"Cylindrical soft light modifier for Bowens Mount, provides 360-degree soft ambient light for illuminating large spaces.",适用于保荣口的圆柱形柔光附件，提供 360 度柔和环境光，用于照亮大面积空间。,عندما تحتاج إلى رفع مستوى الإضاءة المحيطية (Ambient Light) في موقع تصوير واسع دون خلق ظلال قاسية، فإن Aputure Space Light هو الأداة الكلاسيكية التي يثق بها المحترفون. صُمم هذا المشتت الأسطواني ليُعلق من الأعلى، مما يخلق توزيعاً ناعماً للضوء بزاوية 360 درجة، وممتاز لإضاءة الشاشات الخضراء (Chroma) أو محاكاة سماء مضاءة بشكل متساوٍ. يأتي مزوداً بعاكس جانبي لتقليل انتشار الضوء وتوجيهه عند الحاجة. استأجره من Flix Rentals لإنارة استوديوهات الإنتاج في السعودية بنعومة تامة.,"When you need to lift the base ambient light level of a large set without creating harsh shadows, the Aputure Space Light is the classic tool professionals trust. Designed to be rigged overhead, this cylindrical modifier creates a gorgeous, 360-degree spread of soft light, making it excellent for illuminating green screens or simulating an evenly lit overcast sky. It comes equipped with a side reflector skirt to flag off light and direct it downward when needed. Rent it from Flix Rentals to softly illuminate your production studios in KSA.",当您需要提高大型片场的基础环境光水平而又不想产生刺眼阴影时，Aputure 空间灯是专业人士信赖的经典工具。这款圆柱形附件设计用于头顶悬挂安装，可产生华丽的 360 度柔光漫射，非常适合照亮绿幕或模拟均匀照明的阴天天空。它配备了一个侧面反射裙边，可以在需要时遮挡光线并将其向下引导。从 Flix Rentals 租赁它，柔和地照亮您在沙特的制作演播室。,استئجار أبوتشر سبيس لايت في الرياض,تأجير إضاءة استوديو ناعمة,"Rent Aputure Space Light in Riyadh, KSA",Ambient Softbox Hire,在利雅得租赁 Aputure 空间灯,环境柔光箱出租,,,
